L1,L2,C1,C2,Omega_1,Omega_2,Omega_3
1.993445e-08,1.818099e-09,2.754983e-07,8.494730e-08,1.349393e+07,2.660912e+07,8.046674e+07
2.566378e-07,3.010889e-08,7.721567e-08,1.015735e-08,7.103739e+06,1.971045e+07,5.718241e+07
2.075265e-09,1.623363e-09,9.878631e-08,2.976533e-08,6.984170e+07,1.087213e+08,1.438589e+08
9.234390e-08,9.388965e-09,8.669590e-07,6.516398e-08,3.534245e+06,1.273512e+07,4.042847e+07
9.484343e-09,8.029409e-07,2.357158e-08,3.157740e-07,6.688089e+07,7.491122e+06,1.985958e+06
2.131948e-08,4.091057e-08,8.733343e-09,9.550792e-09,7.328608e+07,5.935088e+07,5.058975e+07
2.430810e-09,7.043311e-08,1.538934e-09,1.145825e-07,5.170285e+08,9.506721e+07,1.113147e+07
5.641781e-08,2.238978e-08,7.485260e-09,2.175938e-07,4.866183e+07,4.187519e+07,1.432689e+07
9.678780e-07,2.917150e-09,2.071366e-08,1.123586e-07,7.062546e+06,7.674470e+06,5.523539e+07
2.182550e-09,3.316083e-07,1.353281e-07,1.150901e-09,5.818673e+07,5.123688e+07,5.118801e+07
4.312314e-09,2.134954e-09,7.516142e-08,6.353572e-07,5.554530e+07,4.803894e+07,2.715168e+07
3.394255e-08,6.523950e-07,6.444240e-09,1.181142e-07,6.761483e+07,1.544119e+07,3.602414e+06
3.810502e-08,1.035456e-09,7.844817e-08,9.533819e-07,1.829016e+07,1.877440e+07,3.182736e+07
3.551931e-08,2.679905e-08,4.905228e-07,9.676004e-09,7.575968e+06,4.112309e+07,6.210010e+07
1.398875e-07,3.228229e-07,2.584886e-09,4.487565e-08,5.258838e+07,2.973621e+07,8.308305e+06
2.804894e-08,1.269782e-09,5.975609e-09,3.787037e-08,7.724150e+07,8.129270e+07,1.442068e+08
1.638100e-09,2.628736e-09,2.457857e-08,6.223628e-07,1.575983e+08,9.955874e+07,2.472320e+07
7.138617e-09,2.671182e-09,1.873110e-09,2.479822e-09,2.734710e+08,3.090786e+08,3.885421e+08
2.575208e-08,7.350044e-08,1.237202e-07,4.284342e-08,1.771632e+07,1.779332e+07,1.782022e+07
1.336729e-08,1.168637e-09,8.766579e-08,2.839256e-09,2.921213e+07,1.581604e+08,5.489817e+08
9.518429e-07,7.203126e-08,2.250526e-09,8.571639e-07,2.160605e+07,2.085951e+07,4.024460e+06
1.525264e-09,4.110660e-08,1.511077e-09,1.254028e-09,6.586947e+08,1.850085e+08,1.392806e+08
2.655917e-08,6.655571e-07,4.421013e-07,1.371556e-07,9.228515e+06,3.715167e+06,3.309791e+06
6.465943e-09,1.511574e-08,9.575627e-07,1.770702e-08,1.270868e+07,5.162539e+07,6.112411e+07
1.304607e-07,2.495713e-08,1.735772e-08,2.133522e-07,2.101424e+07,2.002109e+07,1.370421e+07
1.033373e-09,4.430785e-08,7.387008e-09,2.182773e-08,3.619405e+08,6.321437e+07,3.215551e+07
4.934235e-07,3.311302e-07,4.639696e-09,1.779642e-09,2.089995e+07,3.070610e+07,4.119403e+07
3.605482e-08,1.160433e-07,9.391506e-07,6.783872e-09,5.434389e+06,3.124368e+07,3.564111e+07
8.533802e-07,2.687324e-07,9.407073e-07,4.367526e-08,1.116096e+06,4.620817e+06,9.230437e+06
2.723887e-08,2.225877e-08,2.304222e-08,6.094302e-08,3.991566e+07,3.476043e+07,2.715110e+07
2.301476e-07,6.025571e-08,8.214201e-07,1.620085e-08,2.299927e+06,1.472216e+07,3.200604e+07
1.715393e-07,9.459426e-07,4.193192e-08,2.024162e-08,1.179087e+07,8.096318e+06,7.226783e+06
4.321392e-09,3.951585e-08,3.260559e-08,1.530902e-07,8.424462e+07,2.913129e+07,1.285703e+07
1.960366e-07,2.324060e-07,1.301033e-08,2.484687e-09,1.980101e+07,3.344797e+07,4.161410e+07
1.060751e-07,5.629795e-07,2.502333e-07,6.901454e-07,6.137913e+06,2.852842e+06,1.604292e+06
5.966764e-08,2.603415e-07,1.888994e-07,4.315984e-09,9.419227e+06,2.721350e+07,2.983241e+07
1.501680e-07,5.676737e-09,1.432954e-07,2.057321e-09,6.817029e+06,5.624687e+07,2.926170e+08
7.058965e-07,2.256072e-08,1.294092e-09,1.232749e-07,3.308620e+07,3.274033e+07,1.896209e+07
1.543209e-08,1.435691e-09,1.303370e-07,1.963833e-08,2.229738e+07,5.893793e+07,1.883290e+08
6.176539e-07,7.047842e-09,2.269090e-08,3.936711e-09,8.446982e+06,2.184425e+07,1.898476e+08
8.427694e-07,1.111838e-09,6.695064e-07,5.937700e-09,1.331276e+06,1.418952e+07,3.891976e+08
1.243435e-09,8.625973e-08,1.166846e-08,6.859360e-09,2.625317e+08,5.143417e+07,4.111063e+07
7.086457e-08,3.966505e-08,2.885921e-07,9.370001e-07,6.992673e+06,6.403562e+06,5.187119e+06
1.277492e-07,1.602816e-09,3.300148e-09,1.882220e-08,4.870282e+07,5.247193e+07,1.820636e+08
1.702146e-07,1.027745e-07,2.564203e-09,2.858510e-07,4.786581e+07,3.796561e+07,5.834283e+06
4.199209e-08,4.100120e-09,2.255115e-07,9.083524e-08,1.027619e+07,1.830444e+07,5.181727e+07
4.923955e-08,3.742700e-09,2.547921e-09,1.148033e-09,8.927914e+07,1.544286e+08,4.824255e+08
5.302702e-07,5.099595e-07,2.340005e-09,2.065869e-07,2.838854e+07,2.038322e+07,3.080923e+06
1.909168e-09,1.886146e-08,5.315506e-07,8.721910e-08,3.139104e+07,2.534904e+07,2.465509e+07
9.097530e-08,4.421717e-09,1.326058e-07,2.107379e-08,9.104519e+06,2.400977e+07,1.035937e+08
2.877241e-07,4.076305e-08,2.087307e-07,1.970528e-08,4.080550e+06,1.300285e+07,3.528380e+07
3.893671e-08,2.967678e-09,3.635848e-08,9.706895e-08,2.657771e+07,3.003653e+07,5.891847e+07
7.397350e-07,2.630995e-08,1.207090e-08,6.656456e-08,1.058259e+07,1.130292e+07,2.389563e+07
2.785802e-07,2.766096e-08,8.893994e-08,8.253716e-08,6.352965e+06,8.733697e+06,2.092867e+07
4.813402e-08,2.288575e-09,1.126563e-08,1.145418e-08,4.294338e+07,5.909219e+07,1.953149e+08
1.453314e-07,4.870771e-07,1.348033e-08,7.768079e-08,2.259279e+07,1.173272e+07,5.140961e+06
1.351141e-09,2.133849e-07,8.466725e-08,2.139440e-09,9.349576e+07,4.724071e+07,4.680240e+07
6.442881e-08,2.104580e-09,1.927661e-09,7.335368e-09,8.973144e+07,9.922712e+07,2.545109e+08
1.044545e-09,1.194187e-09,5.419593e-08,1.106999e-09,1.329086e+08,6.416764e+08,8.697417e+08
1.845520e-08,4.606170e-08,3.690796e-08,1.359517e-08,3.831603e+07,3.949754e+07,3.996112e+07
3.924990e-08,1.118960e-09,4.792248e-07,5.915408e-07,7.291402e+06,9.673017e+06,3.886874e+07
2.861365e-08,5.922293e-09,4.674958e-07,2.570651e-07,8.646185e+06,1.321269e+07,2.562911e+07
2.511769e-09,1.298554e-07,4.728895e-09,1.447607e-08,2.901552e+08,4.603746e+07,2.306453e+07
1.592585e-08,1.993155e-09,1.580209e-07,2.024511e-09,1.993386e+07,1.670888e+08,4.978166e+08
5.129405e-08,6.668162e-07,5.333105e-08,1.483150e-07,1.911950e+07,5.958222e+06,3.179833e+06
3.072741e-07,4.805440e-07,1.716830e-08,2.669371e-08,1.376808e+07,1.102207e+07,8.829355e+06
4.397857e-09,2.224037e-07,6.211977e-08,2.261744e-07,6.050128e+07,9.511704e+06,4.458690e+06
2.924485e-09,2.930133e-09,1.368626e-07,2.118953e-09,4.998421e+07,2.861055e+08,4.013245e+08
4.126232e-07,2.323410e-09,2.140551e-08,4.785004e-07,1.064046e+07,1.084536e+07,2.999135e+07
3.452542e-07,6.604837e-07,9.232396e-08,1.531300e-08,5.601100e+06,8.700636e+06,9.943490e+06
2.962611e-07,1.028577e-09,8.129736e-07,4.411145e-07,2.037626e+06,3.429732e+06,4.694680e+07
4.986428e-07,6.752703e-07,1.313149e-07,3.123872e-08,3.907944e+06,5.810009e+06,6.885169e+06
1.114206e-07,1.807370e-07,2.210202e-07,5.634335e-08,6.372375e+06,8.731297e+06,9.909577e+06
1.084749e-09,1.005200e-08,2.963048e-08,4.765069e-07,1.763868e+08,5.673501e+07,1.444905e+07
1.063178e-07,1.672709e-08,9.204362e-09,1.477407e-08,3.196687e+07,3.785573e+07,6.361209e+07
3.181932e-07,2.307182e-07,3.306810e-08,6.019313e-09,9.748772e+06,1.891426e+07,2.683401e+07
1.436019e-09,3.157294e-09,3.828943e-09,1.331647e-08,4.264622e+08,2.705683e+08,1.542226e+08
6.314472e-08,3.604062e-08,1.767774e-07,2.284448e-09,9.464946e+06,6.686115e+07,1.102080e+08
3.105467e-07,9.906505e-08,2.158087e-08,7.975286e-08,1.221524e+07,1.198901e+07,1.125037e+07
9.447954e-08,2.146961e-09,6.508632e-08,8.400043e-07,1.275223e+07,1.308918e+07,2.354763e+07
3.837331e-08,2.084786e-07,1.028947e-08,1.402243e-08,5.032558e+07,2.612661e+07,1.849514e+07
6.682842e-07,1.836769e-07,1.277665e-07,7.948011e-08,3.422243e+06,4.894362e+06,8.276439e+06
7.274425e-09,3.171307e-09,9.505833e-08,5.483349e-08,3.802818e+07,5.246884e+07,7.583295e+07
7.368346e-09,1.342436e-09,3.508825e-09,4.425076e-08,1.966682e+08,1.879146e+08,1.297456e+08
2.136779e-08,1.028446e-07,3.070209e-07,1.370261e-07,1.234628e+07,9.218205e+06,8.423791e+06
2.959558e-09,1.034148e-09,9.038974e-09,1.090020e-08,1.933423e+08,2.251069e+08,2.978458e+08
2.676729e-08,3.864181e-09,4.976179e-08,1.635869e-08,2.739995e+07,5.149462e+07,1.257758e+08
2.197367e-07,3.192610e-07,5.474302e-07,6.288012e-09,2.883264e+06,1.727547e+07,2.231878e+07
4.245113e-08,2.061180e-07,8.812079e-07,7.888995e-09,5.170305e+06,2.268302e+07,2.479883e+07
1.159088e-08,5.701539e-09,8.203448e-09,4.946268e-07,1.025519e+08,8.465367e+07,1.883064e+07
1.214572e-09,1.084016e-07,4.411717e-09,1.214940e-07,4.320008e+08,4.629182e+07,8.713744e+06
3.938744e-07,8.086390e-08,1.148416e-09,5.012269e-09,4.701880e+07,4.748108e+07,4.967129e+07
6.653220e-07,2.642064e-09,4.002330e-08,5.495598e-09,6.128125e+06,1.760173e+07,2.624345e+08
2.434217e-08,4.146827e-07,4.131325e-07,1.559564e-09,9.971848e+06,3.828882e+07,3.932243e+07
3.872700e-07,8.684631e-08,2.079690e-09,3.077767e-07,3.523658e+07,3.195366e+07,6.116549e+06
1.352125e-09,1.355340e-09,1.608078e-09,4.698260e-07,6.781692e+08,4.800727e+08,3.962847e+07
8.649645e-09,9.767226e-07,3.876561e-07,8.900914e-09,1.726941e+07,1.079971e+07,1.072499e+07
1.038138e-09,9.936323e-07,7.999271e-07,3.850111e-09,3.470141e+07,1.619819e+07,1.616779e+07
2.359844e-09,2.040841e-07,3.034463e-08,4.107635e-07,1.181728e+08,1.309286e+07,3.453819e+06
2.661264e-09,7.583751e-08,7.262449e-09,4.452844e-09,2.274650e+08,6.793363e+07,5.441758e+07
3.463356e-09,2.029926e-09,6.464002e-09,2.979039e-07,2.113492e+08,1.696269e+08,4.066510e+07
2.189826e-09,6.051628e-07,4.918846e-08,1.528775e-09,9.635263e+07,3.332375e+07,3.287699e+07
6.863254e-08,1.092302e-07,1.042211e-09,8.671271e-08,1.182380e+08,7.388801e+07,1.027513e+07
3.806945e-09,5.776645e-08,6.492660e-09,2.679779e-09,2.011409e+08,9.253053e+07,8.037346e+07
2.355812e-08,2.669789e-08,6.986491e-09,4.437992e-09,7.794713e+07,8.562517e+07,9.186885e+07
2.102510e-08,6.210727e-07,4.121198e-08,8.093646e-09,3.397185e+07,1.517273e+07,1.410447e+07
3.085877e-07,1.971598e-08,1.465682e-07,1.553122e-09,4.702089e+06,4.451930e+07,1.807124e+08
2.565873e-09,9.130948e-08,2.985728e-08,1.045148e-07,1.142503e+08,2.141730e+07,1.023654e+07
1.241115e-07,7.074972e-07,4.720423e-08,1.010584e-09,1.306482e+07,3.486215e+07,3.739827e+07
3.513390e-07,3.152308e-07,4.360334e-09,8.633074e-09,2.554918e+07,2.275601e+07,1.916915e+07
2.829983e-07,1.718153e-09,1.678114e-08,3.120359e-09,1.451100e+07,3.653622e+07,4.318837e+08
1.341859e-08,6.040259e-08,7.639806e-09,1.600966e-08,9.876553e+07,5.117854e+07,3.215741e+07
6.222696e-08,3.670160e-08,3.438261e-07,5.125743e-09,6.836617e+06,4.473774e+07,7.290865e+07
8.839478e-07,3.123752e-09,1.035924e-09,2.937441e-08,3.304628e+07,3.356469e+07,1.043944e+08
8.463739e-08,1.456219e-07,1.442426e-09,1.814419e-07,9.050492e+07,5.508890e+07,6.152021e+06
1.605457e-08,2.657288e-07,4.234967e-07,9.965569e-09,1.212762e+07,1.909158e+07,1.943254e+07
1.719100e-08,2.790854e-08,1.972461e-08,1.063396e-07,5.430568e+07,3.650549e+07,1.835625e+07
5.489510e-09,5.405922e-09,1.044500e-09,5.204694e-09,4.176178e+08,3.248164e+08,1.885244e+08
2.052281e-09,5.753058e-08,5.622376e-07,5.363564e-08,2.943890e+07,1.851392e+07,1.800213e+07
9.592005e-08,8.940361e-08,3.762949e-07,3.379902e-09,5.263579e+06,4.013509e+07,5.752683e+07
3.645533e-08,6.546144e-09,4.025361e-07,3.442951e-09,8.255000e+06,8.253579e+07,2.106405e+08
2.278598e-07,1.361121e-09,5.266619e-07,1.796724e-09,2.886690e+06,4.935960e+07,6.394564e+08
1.770705e-09,7.692947e-09,1.355256e-08,3.254163e-07,2.041344e+08,9.011980e+07,1.998637e+07
5.375469e-07,5.358783e-07,9.097829e-08,3.960639e-08,4.521921e+06,5.810436e+06,6.864111e+06
1.195151e-08,3.537515e-09,2.789089e-09,5.801899e-07,1.732038e+08,1.525100e+08,2.207322e+07
1.354546e-08,1.718564e-07,9.562648e-08,1.157086e-08,2.778524e+07,2.285931e+07,2.242510e+07
4.468247e-09,4.821446e-09,5.997198e-08,9.166800e-08,6.108818e+07,5.449079e+07,4.756664e+07
1.025219e-07,1.591424e-08,5.368392e-09,1.078745e-08,4.262550e+07,4.853344e+07,7.632163e+07
1.263741e-09,4.539027e-09,2.889144e-09,1.726166e-09,5.233430e+08,3.993530e+08,3.572542e+08
3.267567e-07,3.356900e-09,8.856781e-08,1.184573e-09,5.878274e+06,5.090641e+07,5.014757e+08
3.990811e-07,1.783825e-07,1.560848e-08,2.206374e-09,1.267036e+07,2.993016e+07,5.040624e+07
1.897805e-08,1.204285e-07,1.045338e-08,1.592601e-08,7.099794e+07,3.371388e+07,2.283399e+07
4.130259e-08,3.363733e-09,7.635230e-07,3.471594e-08,5.631192e+06,2.596575e+07,9.253900e+07
5.242075e-08,1.498175e-08,1.440668e-08,7.085582e-08,3.638869e+07,3.520232e+07,3.069241e+07
1.602679e-07,1.246743e-09,3.513360e-08,1.226303e-09,1.332648e+07,7.228449e+07,8.087470e+08
5.997963e-08,3.235610e-08,1.052957e-07,2.894821e-09,1.258325e+07,6.200027e+07,1.033263e+08
4.536421e-08,2.534710e-08,1.051419e-09,1.632983e-07,1.447956e+08,1.163486e+08,1.554337e+07
1.479208e-08,1.396638e-09,5.160567e-09,6.570279e-09,1.144555e+08,1.461900e+08,3.301157e+08
1.599573e-08,4.342179e-08,1.910562e-07,1.199895e-08,1.808912e+07,3.860980e+07,4.381013e+07
3.979137e-07,1.685403e-07,1.316185e-09,4.861976e-09,4.369654e+07,4.128406e+07,3.493347e+07
6.932885e-09,5.416606e-09,5.530929e-07,1.837115e-08,1.614894e+07,6.748429e+07,1.002463e+08
1.294287e-09,5.189241e-08,6.508367e-07,2.984642e-08,3.445472e+07,2.566781e+07,2.540984e+07
2.523108e-08,1.391118e-07,1.571923e-07,4.781995e-08,1.587875e+07,1.288233e+07,1.226065e+07
3.970615e-07,1.885296e-07,5.501813e-07,2.473057e-08,2.139529e+06,8.494414e+06,1.464513e+07
9.989018e-07,4.005518e-09,5.780864e-07,4.614017e-08,1.315959e+06,4.830641e+06,7.355819e+07
8.658869e-09,7.949510e-09,1.886091e-08,1.019011e-08,7.825067e+07,9.539955e+07,1.111067e+08
2.148615e-09,1.912329e-07,1.756844e-08,1.413129e-07,1.627624e+08,1.819162e+07,6.083141e+06
3.677863e-07,2.444051e-09,2.962094e-09,1.461156e-07,3.029722e+07,3.050160e+07,5.291715e+07
2.200032e-07,8.944570e-09,1.340421e-09,6.831255e-09,5.823242e+07,6.243333e+07,1.279293e+08
2.395094e-08,9.972912e-07,6.537839e-07,2.157385e-07,7.991378e+06,2.456943e+06,2.155883e+06
1.011905e-09,8.357464e-07,5.653901e-09,7.414952e-08,4.180768e+08,1.508282e+07,4.017062e+06
3.770988e-08,4.473739e-08,2.429979e-08,3.048940e-09,3.303476e+07,6.691211e+07,8.562296e+07
5.153128e-08,2.075905e-07,8.762388e-07,9.406684e-09,4.706015e+06,2.036332e+07,2.262966e+07
1.384943e-08,3.294083e-07,1.198714e-08,4.303073e-09,7.761155e+07,3.033235e+07,2.656093e+07
2.440037e-08,1.391073e-08,8.301455e-09,1.071097e-09,7.026268e+07,1.658728e+08,2.590661e+08
1.026592e-08,1.503481e-08,7.181578e-08,7.808409e-09,3.682910e+07,7.491431e+07,9.229322e+07
1.504338e-09,8.646179e-08,8.973688e-07,4.168884e-07,2.721710e+07,6.319563e+06,5.267178e+06
6.375643e-08,9.806311e-08,4.111371e-09,2.279480e-08,6.176532e+07,4.212106e+07,2.115092e+07
3.952227e-08,9.620779e-08,1.178129e-08,1.990849e-09,4.634284e+07,6.577291e+07,7.225630e+07
1.035536e-07,1.207681e-09,2.300936e-07,7.253549e-07,6.478362e+06,7.392235e+06,3.378693e+07
3.510515e-09,1.110718e-09,2.577284e-08,1.702503e-07,1.051316e+08,9.832177e+07,7.272005e+07
4.385829e-09,2.794789e-08,2.437786e-08,2.276242e-07,9.671110e+07,3.747720e+07,1.253765e+07
1.370067e-08,2.752586e-08,3.347072e-09,3.870236e-07,1.476714e+08,8.549662e+07,9.688595e+06
1.508964e-08,2.547302e-08,1.413946e-09,6.586975e-07,2.164931e+08,1.321862e+08,7.719991e+06
1.609813e-07,1.034861e-08,2.311616e-09,4.410933e-09,5.183873e+07,6.203364e+07,1.480109e+08
1.351733e-08,3.293801e-09,4.392530e-09,9.831630e-09,1.297768e+08,1.399731e+08,1.757270e+08
1.041045e-07,1.794061e-07,1.592907e-07,5.336123e-07,7.765512e+06,5.362206e+06,3.231979e+06
5.696556e-07,2.554070e-08,6.006693e-07,8.669051e-09,1.709527e+06,1.402154e+07,6.720441e+07
2.679241e-07,1.100126e-07,2.016983e-09,1.906721e-07,4.301729e+07,3.641031e+07,6.904546e+06
4.507873e-08,1.121951e-09,4.851056e-08,3.190027e-08,2.138435e+07,3.353650e+07,1.671536e+08
1.697905e-09,1.275598e-08,1.409936e-09,2.075443e-07,6.463140e+08,2.222686e+08,1.943514e+07
1.462645e-07,3.919955e-09,2.777579e-07,3.108449e-07,4.961322e+06,6.737420e+06,2.864756e+07
9.162568e-08,3.544534e-08,2.132492e-07,1.245251e-09,7.153980e+06,7.972832e+07,1.505192e+08
2.817236e-07,7.763888e-09,7.613810e-09,7.874077e-09,2.159173e+07,2.987310e+07,1.278971e+08
3.592449e-09,4.906952e-08,7.592617e-07,1.121021e-07,1.914736e+07,1.394276e+07,1.348302e+07
1.902284e-08,1.498284e-09,4.698205e-08,3.096884e-09,3.345002e+07,1.295086e+08,4.642378e+08
4.579345e-08,9.551182e-09,3.509056e-07,2.226142e-09,7.888659e+06,9.037724e+07,2.168678e+08
3.705652e-07,3.952608e-07,1.018730e-09,3.448774e-09,5.146810e+07,4.074792e+07,2.708481e+07
2.244233e-07,1.354204e-09,2.024514e-09,1.642606e-08,4.691434e+07,4.957212e+07,2.120271e+08
3.148954e-07,2.820463e-09,1.252020e-07,2.192719e-08,5.036296e+06,1.298772e+07,1.271594e+08
7.286447e-08,3.667857e-09,1.686743e-07,5.334946e-09,9.020230e+06,5.026599e+07,2.260626e+08
1.250814e-08,2.755813e-07,2.422754e-09,1.261777e-09,1.816557e+08,6.468170e+07,5.362703e+07
2.944250e-08,4.281394e-09,1.234088e-09,2.047882e-07,1.658974e+08,1.554757e+08,3.377185e+07
4.936034e-09,4.959761e-09,1.373693e-09,2.856553e-08,3.840308e+08,2.776700e+08,8.401339e+07
1.275436e-07,1.272677e-08,2.192205e-07,9.838639e-08,5.980399e+06,1.024599e+07,2.826008e+07
1.981576e-09,5.821891e-07,4.010884e-07,4.322700e-08,3.547110e+07,6.623358e+06,6.303626e+06
2.695713e-09,8.843665e-08,6.319529e-09,6.204375e-08,2.422818e+08,4.374050e+07,1.350003e+07
1.253201e-09,2.741851e-09,5.728823e-07,4.730025e-07,3.732131e+07,3.108252e+07,2.776811e+07
2.052188e-08,4.639842e-07,1.189867e-09,9.264619e-09,2.023681e+08,4.424240e+07,1.525227e+07
1.914676e-08,3.133990e-07,2.078862e-07,2.869469e-07,1.585038e+07,4.994478e+06,3.334651e+06
9.943746e-07,3.410092e-07,6.134231e-09,1.521604e-08,1.280398e+07,1.308783e+07,1.388245e+07
1.002212e-08,9.298297e-08,5.440437e-07,7.559214e-07,1.354264e+07,5.539637e+06,3.771898e+06
3.428409e-09,1.296247e-09,1.924350e-08,4.550188e-09,1.231152e+08,2.398220e+08,4.117574e+08
2.104727e-09,2.017940e-08,1.256594e-08,2.625435e-08,1.944485e+08,7.266637e+07,4.344554e+07
5.459541e-08,3.704297e-08,7.491039e-08,2.878326e-07,1.563691e+07,1.354939e+07,9.684497e+06
5.084165e-08,8.761457e-07,2.222882e-07,2.469721e-08,9.406584e+06,6.966531e+06,6.798105e+06
5.266273e-08,2.984870e-09,2.515640e-08,5.808917e-08,2.747414e+07,3.199525e+07,7.594335e+07
1.493648e-08,4.946211e-09,1.426242e-08,4.096976e-07,6.851399e+07,6.040830e+07,2.221427e+07
1.884087e-09,8.406285e-09,2.253355e-07,2.459765e-08,4.853273e+07,6.619646e+07,6.954263e+07
2.021180e-07,4.267132e-07,8.683994e-09,2.686297e-07,2.386919e+07,1.374934e+07,2.953622e+06
2.914381e-09,6.736293e-09,9.688775e-08,1.693653e-08,5.951034e+07,8.477971e+07,9.362186e+07
2.479530e-08,3.592502e-09,8.511355e-07,2.171319e-07,6.883606e+06,1.426964e+07,3.580467e+07
3.545601e-08,3.175751e-08,1.195974e-08,4.997072e-09,4.856173e+07,6.497183e+07,7.938144e+07
2.760752e-08,4.244805e-08,8.279725e-09,8.320015e-07,6.614216e+07,4.172737e+07,5.321194e+06
1.687988e-08,2.824387e-08,1.219062e-09,2.082552e-07,2.204462e+08,1.352234e+08,1.303887e+07
5.739376e-09,1.347464e-09,7.439105e-07,1.068347e-07,1.530408e+07,3.886485e+07,8.334610e+07
8.207799e-08,1.092560e-08,1.654772e-08,1.434926e-07,2.713424e+07,2.692037e+07,2.525588e+07
1.159076e-07,8.922788e-09,1.102266e-08,2.337756e-09,2.797699e+07,6.444765e+07,2.189526e+08
1.585079e-07,7.812680e-07,8.225282e-09,1.156465e-09,2.769486e+07,3.239575e+07,3.326854e+07
2.980156e-07,3.127318e-08,4.327163e-08,7.626037e-07,8.806003e+06,8.611808e+06,6.475369e+06
8.571066e-09,2.103382e-08,1.283687e-07,8.624890e-07,3.014762e+07,1.738672e+07,7.424447e+06
1.535679e-07,3.236450e-09,5.091533e-07,1.492002e-09,3.576231e+06,6.547442e+07,4.550728e+08
4.320499e-08,4.272169e-09,1.125150e-07,5.615975e-08,1.434260e+07,2.371182e+07,6.455995e+07
1.011329e-07,9.720107e-09,3.828732e-08,4.199236e-09,1.607038e+07,4.882468e+07,1.565234e+08
5.601330e-09,3.235037e-09,1.057796e-08,3.146817e-08,1.299133e+08,1.195610e+08,9.911163e+07
1.334833e-07,2.278721e-07,1.501836e-07,1.259438e-08,7.062774e+06,1.543231e+07,1.866663e+07
2.615707e-07,3.488428e-07,5.027800e-09,3.095881e-08,2.757506e+07,1.946154e+07,9.622611e+06
2.616854e-08,1.764469e-07,2.460214e-07,1.274358e-09,1.246304e+07,6.239357e+07,6.668793e+07
9.632966e-09,6.298435e-07,1.511745e-08,3.928097e-09,8.286684e+07,2.239516e+07,2.010447e+07
5.533834e-07,2.410033e-09,3.955963e-07,8.198437e-08,2.137277e+06,5.147247e+06,7.114149e+07
1.994928e-09,4.198728e-07,3.878387e-08,6.988187e-07,1.136870e+08,8.031844e+06,1.846115e+06
8.615328e-07,5.556239e-08,7.347291e-09,8.485350e-09,1.256899e+07,1.664068e+07,4.605477e+07
1.265035e-09,1.519186e-07,1.764838e-07,6.278112e-08,6.692622e+07,1.187316e+07,1.023953e+07
3.691906e-09,1.058434e-09,4.879347e-08,6.011309e-07,7.450644e+07,6.829732e+07,3.964455e+07
2.077106e-08,1.758410e-07,3.783172e-09,6.824973e-07,1.128087e+08,3.676777e+07,2.886619e+06
5.067521e-08,1.947868e-08,1.603743e-07,4.430961e-08,1.109264e+07,2.026281e+07,3.403856e+07
3.465073e-07,1.777192e-09,2.534627e-07,4.000845e-07,3.374324e+06,4.301684e+06,3.750222e+07
3.272845e-08,4.652007e-07,1.076539e-09,3.754561e-07,1.684699e+08,4.325368e+07,2.392766e+06
7.510653e-08,1.255969e-09,1.397201e-07,2.886231e-08,9.761841e+06,2.339759e+07,1.660906e+08
3.611393e-09,2.606037e-08,3.154049e-08,1.607096e-08,9.369758e+07,5.626377e+07,4.886397e+07
9.291095e-09,8.488191e-08,3.395487e-09,2.239366e-07,1.780391e+08,5.634477e+07,7.253204e+06
4.049170e-07,1.805600e-09,8.298279e-08,2.100730e-08,5.455354e+06,1.211066e+07,1.623694e+08
8.980863e-09,8.063670e-08,7.677852e-08,7.264198e-07,3.808212e+07,1.267655e+07,4.131805e+06
9.414314e-09,6.275033e-08,2.819158e-09,8.361587e-09,1.941091e+08,8.107166e+07,4.365637e+07
8.385448e-09,6.936516e-09,3.243490e-09,2.799412e-08,1.917479e+08,1.498449e+08,7.176223e+07
3.775935e-08,1.476906e-08,1.367209e-09,1.244322e-08,1.391779e+08,1.243147e+08,7.376616e+07
1.476640e-09,1.832938e-07,1.285512e-08,1.934041e-09,2.295222e+08,5.673938e+07,5.311207e+07
6.240638e-08,1.945341e-09,6.592305e-07,5.776751e-07,4.930226e+06,7.104405e+06,2.983048e+07
2.007133e-09,4.280206e-07,8.389581e-07,4.983567e-08,2.436923e+07,7.030918e+06,6.846956e+06
8.756868e-08,2.994914e-07,3.106081e-08,8.917951e-09,1.917429e+07,1.931019e+07,1.934975e+07
7.360101e-08,5.337802e-08,8.220096e-09,7.012694e-08,4.065553e+07,3.271632e+07,1.634468e+07
4.100504e-09,2.333041e-09,3.290417e-08,1.375013e-09,8.609063e+07,3.431715e+08,5.583229e+08
3.934374e-09,5.080979e-08,2.690184e-07,1.257663e-07,3.073769e+07,1.459950e+07,1.250962e+07
4.963989e-08,8.532850e-09,1.659129e-07,1.294978e-08,1.101906e+07,3.782935e+07,9.513094e+07
1.631873e-07,2.535231e-09,4.061213e-07,6.922045e-09,3.884445e+06,2.977570e+07,2.387119e+08
4.312484e-08,6.787160e-07,9.390692e-08,2.320020e-09,1.571402e+07,2.473620e+07,2.520056e+07
2.198941e-09,2.876812e-07,6.830051e-08,9.263390e-08,8.159833e+07,9.367383e+06,6.125750e+06
4.088160e-08,1.665009e-07,8.782361e-07,5.740247e-07,5.277526e+06,3.727051e+06,3.234643e+06
3.600804e-07,3.387692e-07,5.339249e-09,3.172360e-08,2.280658e+07,1.769482e+07,9.646213e+06
