L1,L2,C1,C2,Omega_1,Omega_2,Omega_3
2.197899e-09,3.595006e-08,1.140118e-08,2.894737e-07,1.997658e+08,4.888525e+07,9.802698e+06
1.939020e-09,5.000913e-08,1.475941e-09,3.331562e-07,5.911183e+08,1.144565e+08,7.747318e+06
6.607558e-07,4.067345e-09,1.202681e-09,3.815263e-09,3.547352e+07,4.055761e+07,2.538530e+08
7.490460e-09,2.863376e-07,8.911492e-07,1.767933e-07,1.223969e+07,4.803073e+06,4.444552e+06
5.862391e-08,4.376933e-07,2.571237e-08,9.215810e-08,2.575678e+07,1.001117e+07,4.979071e+06
6.326658e-08,2.450414e-09,4.571342e-07,3.600342e-07,5.880184e+06,8.692069e+06,3.366731e+07
2.363856e-07,3.320651e-09,1.301770e-09,6.397772e-07,5.700623e+07,5.666757e+07,2.169572e+07
3.744752e-09,1.255557e-09,1.582539e-09,3.308008e-09,4.107818e+08,4.322348e+08,4.906801e+08
1.006080e-08,4.293414e-09,1.534321e-08,3.217940e-08,8.048699e+07,8.188670e+07,8.507651e+07
1.872140e-07,5.461061e-07,4.408137e-08,2.875182e-07,1.100787e+07,5.973103e+06,2.523648e+06
2.361831e-08,9.608523e-09,1.352859e-08,3.202693e-09,5.594347e+07,1.078043e+08,1.802661e+08
4.767718e-07,1.382719e-07,2.133101e-09,3.582391e-09,3.135733e+07,3.487238e+07,4.493105e+07
8.527421e-09,1.234537e-07,1.228190e-08,1.611456e-07,9.771436e+07,2.576684e+07,7.089878e+06
1.172821e-09,3.433965e-07,3.436639e-08,1.414739e-07,1.575133e+08,1.024509e+07,4.536950e+06
1.574094e-09,2.830386e-08,3.164697e-08,2.540003e-07,1.416833e+08,3.448708e+07,1.179397e+07
7.427740e-07,4.118698e-09,1.489253e-07,1.070712e-08,3.006681e+06,1.157739e+07,1.505857e+08
2.082367e-09,5.358799e-09,1.962558e-08,1.230124e-08,1.564264e+08,1.333128e+08,1.231663e+08
6.012868e-08,2.330267e-08,6.370695e-08,3.668248e-09,1.615719e+07,5.878447e+07,1.081603e+08
9.277759e-08,1.976451e-07,2.821462e-08,3.953652e-09,1.954526e+07,3.151101e+07,3.577320e+07
1.565831e-07,4.144732e-08,2.439225e-07,1.100287e-09,5.116837e+06,6.789821e+07,1.480808e+08
3.927584e-09,4.139743e-08,1.969568e-07,5.657979e-08,3.595438e+07,2.240450e+07,2.066249e+07
2.817292e-09,1.034859e-09,1.688785e-08,3.023910e-08,1.449762e+08,1.547788e+08,1.787619e+08
2.489728e-08,5.574496e-07,4.957247e-09,3.295509e-09,9.001270e+07,2.945283e+07,2.333114e+07
1.240999e-09,2.645233e-08,5.802816e-09,1.002219e-07,3.726446e+08,8.113631e+07,1.942167e+07
2.622557e-07,7.608383e-08,2.619833e-07,2.684767e-08,3.815054e+06,1.101680e+07,2.212588e+07
7.621284e-08,6.113628e-07,1.067941e-07,3.664046e-07,1.108440e+07,4.193797e+06,2.112857e+06
1.425504e-08,2.309612e-08,1.668543e-08,3.425756e-08,6.484062e+07,4.884760e+07,3.555104e+07
1.372325e-07,2.644702e-07,1.083770e-07,7.282428e-07,8.199795e+06,5.136946e+06,2.278628e+06
3.671753e-09,2.162158e-07,1.807173e-07,1.107813e-08,3.882071e+07,2.087305e+07,2.043258e+07
4.987542e-07,1.183946e-09,2.512262e-08,9.906478e-07,8.933554e+06,9.035404e+06,2.919943e+07
3.235541e-09,2.192725e-09,1.427432e-09,4.203198e-09,4.653169e+08,4.157960e+08,3.293957e+08
1.377226e-09,4.922506e-08,1.002675e-07,1.544685e-09,8.509759e+07,1.139763e+08,1.146798e+08
2.400517e-09,1.491516e-07,1.343187e-09,4.935158e-07,5.569028e+08,7.018447e+07,3.685832e+06
1.210118e-07,2.084673e-08,1.886161e-09,4.273044e-09,6.619069e+07,7.339672e+07,1.059528e+08
2.878151e-08,5.336426e-08,1.768039e-09,2.603245e-07,1.401836e+08,8.325901e+07,8.484324e+06
3.063372e-08,3.056376e-07,4.668722e-08,5.532358e-09,2.644242e+07,2.451984e+07,2.431876e+07
1.873865e-09,3.229966e-09,5.222928e-09,2.185644e-09,3.196494e+08,3.565926e+08,3.763668e+08
1.451436e-08,1.110828e-07,9.715156e-07,5.596631e-08,8.421242e+06,1.226617e+07,1.268275e+07
1.994484e-08,1.173039e-08,2.180420e-08,1.483210e-08,4.795287e+07,5.980320e+07,7.581278e+07
2.031703e-09,7.040631e-08,8.278708e-08,2.887556e-09,7.710608e+07,7.033903e+07,7.013406e+07
4.431246e-08,2.298536e-07,6.037502e-07,1.083703e-07,6.113761e+06,6.300661e+06,6.336058e+06
2.025118e-08,2.581611e-09,4.493027e-07,2.805307e-07,1.048348e+07,1.592475e+07,3.715903e+07
9.289687e-09,3.154423e-08,9.865629e-09,5.730829e-09,1.044569e+08,8.219234e+07,7.437574e+07
2.130178e-08,4.673771e-09,2.244195e-08,5.529982e-08,4.573637e+07,4.910804e+07,6.220201e+07
1.645022e-09,4.317503e-07,1.089146e-09,2.005658e-08,7.470870e+08,4.726044e+07,1.074621e+07
4.242514e-08,4.747057e-09,1.128080e-09,8.939203e-07,1.445501e+08,1.371705e+08,1.535106e+07
6.034666e-09,1.083615e-08,2.473735e-07,2.563838e-08,2.588194e+07,5.051273e+07,5.999530e+07
1.138767e-07,2.238445e-07,1.371059e-08,1.012147e-09,2.530780e+07,5.604866e+07,6.643623e+07
1.826337e-08,1.297876e-09,3.901111e-07,1.019763e-07,1.184719e+07,2.514659e+07,8.692281e+07
5.917531e-07,3.926149e-08,1.147305e-07,2.056246e-08,3.837870e+06,9.533249e+06,3.519484e+07
5.164289e-08,4.367508e-08,1.077101e-08,1.429793e-08,4.240006e+07,4.132527e+07,4.001719e+07
4.558119e-07,2.579153e-07,5.206630e-09,8.279264e-08,2.052716e+07,1.691216e+07,6.843300e+06
7.842641e-08,1.310877e-07,3.261769e-08,1.232024e-08,1.977162e+07,2.310275e+07,2.488338e+07
4.283251e-08,7.767977e-09,1.672441e-07,7.491145e-08,1.181511e+07,1.954431e+07,4.145452e+07
5.732543e-09,1.211374e-09,9.154220e-09,2.457340e-09,1.380434e+08,2.726464e+08,5.795999e+08
1.775956e-08,2.487195e-09,6.727399e-09,1.588645e-09,9.148720e+07,1.960396e+08,5.030738e+08
5.025038e-08,7.501644e-08,1.612926e-09,4.134518e-09,1.110767e+08,8.294680e+07,5.678182e+07
5.244233e-09,4.688225e-09,4.560024e-07,2.623117e-08,2.044916e+07,6.371005e+07,9.017516e+07
1.003599e-09,2.785648e-07,9.634243e-08,2.258500e-09,1.016977e+08,4.026036e+07,3.986822e+07
4.461151e-07,2.151397e-07,2.929522e-08,2.248370e-07,8.747384e+06,7.638591e+06,4.546800e+06
8.986072e-09,2.323971e-07,2.241063e-07,7.858330e-09,2.228374e+07,2.335959e+07,2.340020e+07
4.796264e-07,1.025289e-08,3.101492e-07,8.106459e-07,2.592765e+06,3.016600e+06,1.096885e+07
3.029014e-08,2.935541e-09,8.268507e-07,5.450238e-09,6.318818e+06,7.455589e+07,2.500047e+08
3.463068e-09,7.408596e-07,4.889228e-07,9.264548e-09,2.430241e+07,1.215580e+07,1.207035e+07
1.189074e-07,3.573505e-07,1.220021e-09,1.799394e-08,8.302556e+07,4.286872e+07,1.247066e+07
2.635147e-07,6.671906e-08,8.577268e-07,3.973936e-09,2.103406e+06,2.766831e+07,6.141361e+07
4.548427e-09,9.977365e-07,1.229596e-09,1.942631e-09,4.228517e+08,3.640073e+07,2.271418e+07
2.536758e-09,1.399822e-09,5.172808e-07,4.715408e-07,2.760561e+07,3.209051e+07,3.892279e+07
3.274036e-09,7.843396e-07,1.203552e-08,1.838085e-08,1.593037e+08,1.321241e+07,8.328468e+06
6.134109e-09,1.579809e-09,1.589516e-08,6.941743e-09,1.012726e+08,1.638002e+08,3.019697e+08
3.084793e-07,5.301437e-08,1.599649e-07,7.160319e-07,4.501681e+06,4.599625e+06,5.132595e+06
1.716424e-07,1.101918e-09,3.748566e-07,7.940650e-08,3.942350e+06,9.399208e+06,1.069048e+08
2.272127e-07,1.036245e-08,1.857997e-07,7.405298e-09,4.866998e+06,2.431168e+07,1.141557e+08
3.426861e-08,2.884951e-09,8.465267e-08,7.461167e-09,1.856656e+07,6.265251e+07,2.155398e+08
3.555673e-08,9.106078e-08,7.028616e-08,8.322102e-08,2.000342e+07,1.439680e+07,1.148730e+07
1.055398e-09,7.576430e-09,1.724972e-07,1.285419e-08,7.411409e+07,9.840864e+07,1.013317e+08
6.997255e-09,1.040095e-08,8.083520e-08,5.882308e-08,4.204708e+07,4.108724e+07,4.042868e+07
9.668463e-08,3.091526e-08,8.699308e-09,2.169238e-08,3.448093e+07,3.552682e+07,3.861535e+07
8.762096e-09,3.437563e-08,1.176422e-09,3.468327e-07,3.114687e+08,1.406129e+08,9.158295e+06
9.526117e-08,1.079617e-09,7.050349e-08,2.459843e-07,1.220216e+07,1.376304e+07,6.136368e+07
1.817013e-09,3.026120e-08,4.452995e-08,7.815425e-08,1.111719e+08,3.315025e+07,2.056272e+07
1.880975e-08,2.219297e-09,1.183337e-08,2.423653e-08,6.702769e+07,7.733449e+07,1.363506e+08
2.073359e-08,3.044731e-07,4.133557e-09,9.004061e-09,1.080192e+08,3.294560e+07,1.909881e+07
1.421079e-07,7.721227e-08,1.511367e-09,5.201436e-07,6.823479e+07,5.500545e+07,4.989939e+06
1.669349e-07,1.817659e-07,1.076891e-09,9.848434e-09,7.458312e+07,5.435272e+07,2.363525e+07
7.374353e-09,5.431576e-09,2.407985e-09,2.190023e-07,2.373073e+08,1.810682e+08,2.899431e+07
1.801548e-09,3.797370e-08,4.556312e-08,1.717039e-09,1.103749e+08,1.232640e+08,1.238421e+08
1.081318e-07,1.123549e-09,7.584654e-08,2.043069e-08,1.104219e+07,2.384685e+07,2.087192e+08
4.614459e-08,5.315437e-08,1.065230e-09,3.148323e-07,1.426323e+08,9.739562e+07,7.730202e+06
4.692220e-07,6.598035e-09,6.975698e-08,7.664665e-09,5.527350e+06,1.744494e+07,1.406197e+08
9.255670e-08,3.219873e-09,2.023652e-07,1.037789e-08,7.306815e+06,3.252188e+07,1.729920e+08
1.086882e-08,7.878500e-09,1.766346e-07,2.684168e-09,2.282290e+07,1.420367e+08,2.174570e+08
3.794114e-08,7.697876e-09,1.018539e-07,4.813219e-07,1.608629e+07,1.614451e+07,1.642846e+07
2.714501e-08,5.888352e-07,2.006472e-08,5.298924e-07,4.284877e+07,9.163695e+06,1.790232e+06
2.319709e-08,3.540091e-07,5.656229e-08,3.777061e-07,2.760703e+07,7.340898e+06,2.734738e+06
5.019648e-09,1.524289e-07,1.378198e-07,1.529403e-09,3.801960e+07,6.479869e+07,6.549459e+07
1.268490e-09,2.134208e-08,3.076905e-07,5.410254e-09,5.061734e+07,9.120537e+07,9.306208e+07
2.964818e-09,7.204467e-09,4.182805e-08,1.839461e-07,8.979810e+07,5.371713e+07,2.746969e+07
4.287465e-08,2.152588e-08,1.457988e-07,4.498217e-08,1.264802e+07,2.125326e+07,3.213656e+07
1.994444e-09,8.703570e-07,2.672807e-08,8.996770e-08,1.369636e+08,7.458555e+06,3.573617e+06
5.129162e-07,9.194044e-09,1.371362e-07,7.966543e-08,3.770516e+06,6.165087e+06,3.694977e+07
8.726879e-07,1.176342e-09,1.950247e-08,1.159334e-07,7.665239e+06,8.279341e+06,8.563057e+07
7.932604e-07,2.525712e-08,1.942531e-08,2.866818e-09,8.055790e+06,2.211453e+07,1.175190e+08
1.469386e-08,8.230591e-08,5.083770e-08,5.299382e-09,3.658804e+07,4.634832e+07,4.788196e+07
3.411431e-07,1.688807e-09,2.378352e-08,3.945614e-07,1.110181e+07,1.140332e+07,3.873939e+07
2.208384e-07,1.719346e-07,1.559785e-07,6.492045e-07,5.388033e+06,4.499387e+06,2.993144e+06
3.876077e-09,8.293076e-08,1.984951e-09,1.265740e-08,3.605197e+08,8.193724e+07,3.086526e+07
6.503214e-09,1.002655e-08,4.146444e-09,2.120033e-08,1.925742e+08,1.320744e+08,6.858875e+07
4.090126e-09,2.061936e-09,2.876717e-09,9.828283e-07,2.915299e+08,2.380541e+08,2.221384e+07
1.285157e-08,5.855176e-09,4.348891e-08,2.863929e-08,4.229925e+07,5.563948e+07,7.722340e+07
4.470938e-09,3.872106e-09,2.170729e-07,7.081281e-09,3.209947e+07,1.322064e+08,1.909723e+08
1.919245e-09,4.059873e-08,6.948161e-08,3.566791e-08,8.659641e+07,3.158956e+07,2.627877e+07
1.279458e-07,5.742989e-07,7.173246e-08,1.522959e-08,1.043829e+07,1.064679e+07,1.069269e+07
2.675230e-08,1.701562e-08,2.838763e-09,6.435828e-09,1.147506e+08,1.076968e+08,9.555950e+07
1.426016e-07,5.809161e-09,3.926289e-09,1.569872e-08,4.226168e+07,4.631792e+07,1.047155e+08
8.325228e-08,1.242944e-07,8.602828e-08,2.344638e-08,1.181629e+07,1.617113e+07,1.852407e+07
1.505863e-09,3.005835e-09,8.115977e-07,2.297638e-09,2.860466e+07,3.110306e+08,3.805193e+08
1.102378e-07,7.142904e-08,5.529267e-07,1.088722e-08,4.050428e+06,2.270584e+07,3.585948e+07
6.985771e-07,3.579260e-09,1.655998e-07,1.717997e-08,2.940106e+06,9.565463e+06,1.275241e+08
2.320325e-09,1.715049e-07,5.938106e-08,9.594308e-07,8.519255e+07,1.014284e+07,2.465215e+06
1.036939e-09,1.027148e-07,4.838976e-08,2.373363e-07,1.411714e+08,1.548526e+07,6.404738e+06
8.270378e-08,1.429208e-09,4.845080e-09,2.204935e-08,4.995590e+07,5.470155e+07,1.781371e+08
4.037079e-08,4.551709e-09,6.286114e-08,2.296579e-08,1.985067e+07,3.637877e+07,9.780747e+07
7.566583e-08,8.113561e-09,2.573396e-09,1.958906e-07,7.166330e+07,6.855074e+07,2.508346e+07
2.177998e-09,9.695467e-08,8.021988e-08,1.394146e-07,7.565372e+07,1.407495e+07,8.601250e+06
5.895497e-09,3.303361e-07,4.500437e-09,1.148535e-07,1.941388e+08,2.620594e+07,5.133930e+06
3.539312e-07,1.040410e-07,1.831801e-08,2.673143e-08,1.241942e+07,1.417343e+07,1.896211e+07
3.004916e-09,8.756026e-09,2.485210e-08,1.143320e-08,1.157184e+08,1.042027e+08,9.994536e+07
5.609001e-09,2.607823e-08,2.687059e-08,5.526496e-07,8.145517e+07,3.509366e+07,8.329828e+06
2.245535e-07,7.466942e-09,1.574811e-09,1.698339e-09,5.317725e+07,7.262622e+07,2.808125e+08
1.809019e-09,1.602604e-08,1.980492e-08,1.246766e-08,1.670675e+08,8.560527e+07,7.074477e+07
5.594330e-08,1.363485e-08,4.100671e-07,7.604338e-07,6.602349e+06,7.344991e+06,9.820738e+06
1.472552e-07,1.582591e-09,3.560198e-07,5.980153e-07,4.367447e+06,5.486967e+06,3.250570e+07
1.176300e-07,5.252508e-09,2.678063e-07,1.750488e-08,5.634178e+06,2.225484e+07,1.042887e+08
4.266041e-09,2.755310e-08,8.197644e-08,2.796603e-07,5.347403e+07,2.226548e+07,1.139198e+07
1.894671e-09,6.269420e-07,2.914866e-09,5.098272e-07,4.255238e+08,2.342393e+07,1.768784e+06
2.877842e-09,7.448291e-08,5.321050e-07,1.005255e-07,2.555453e+07,1.236454e+07,1.155670e+07
9.321961e-09,2.515108e-07,6.351685e-09,1.506753e-08,1.299577e+08,2.929242e+07,1.624429e+07
6.971031e-09,8.664748e-08,2.792421e-07,3.500288e-08,2.266528e+07,1.853152e+07,1.815809e+07
4.598368e-09,4.265110e-07,7.638406e-09,2.149448e-09,1.687317e+08,3.718649e+07,3.302718e+07
3.250256e-08,2.341593e-08,3.085153e-09,1.765836e-08,9.986260e+07,8.251823e+07,4.917780e+07
1.154638e-09,6.904356e-07,1.057092e-07,2.202813e-07,9.051501e+07,4.499175e+06,2.564187e+06
5.676501e-07,5.611507e-09,8.290136e-09,3.613534e-07,1.457736e+07,1.467129e+07,2.220722e+07
9.494683e-07,5.146997e-07,2.531774e-08,2.702423e-07,6.449816e+06,5.431732e+06,2.681306e+06
1.668064e-08,1.817882e-08,5.508964e-08,1.555733e-09,3.298821e+07,1.376954e+08,1.880397e+08
7.086928e-08,2.291792e-07,8.884134e-07,1.350089e-09,3.985322e+06,4.972248e+07,5.685009e+07
3.398839e-08,2.049247e-07,2.149675e-09,6.711399e-09,1.169899e+08,5.070260e+07,2.696474e+07
6.161671e-08,3.954911e-09,1.832693e-07,2.056908e-07,9.410354e+06,1.254418e+07,3.506100e+07
1.242004e-07,8.629440e-09,3.550257e-08,3.740693e-07,1.505943e+07,1.523741e+07,1.760081e+07
9.719809e-09,1.005837e-08,5.010373e-09,4.881631e-07,1.432967e+08,1.009693e+08,1.427098e+07
1.412438e-08,2.108289e-08,3.104821e-09,3.380833e-09,1.510070e+08,1.324740e+08,1.184467e+08
3.559597e-07,1.253414e-08,7.539016e-09,3.094854e-07,1.930378e+07,1.920233e+07,1.605583e+07
4.517664e-08,1.811306e-08,8.671287e-07,2.113284e-09,5.052441e+06,8.657314e+07,1.616312e+08
5.047885e-08,2.023779e-07,7.526975e-07,9.376994e-09,5.130209e+06,2.066424e+07,2.295550e+07
1.812342e-08,2.416204e-07,2.565216e-09,2.044718e-09,1.466621e+08,5.816959e+07,4.499005e+07
2.568129e-08,4.168618e-09,1.119482e-09,3.840689e-08,1.865018e+08,1.754926e+08,7.903134e+07
5.262250e-07,1.877108e-08,1.327604e-07,8.855838e-09,3.783380e+06,1.486657e+07,7.756048e+07
1.822154e-07,1.521681e-08,1.666972e-08,9.372811e-08,1.814443e+07,1.891787e+07,2.647910e+07
2.663018e-07,3.904359e-07,2.764237e-08,8.911856e-09,1.165535e+07,1.503146e+07,1.695279e+07
1.397574e-09,1.359665e-07,5.950397e-09,7.609377e-09,3.467684e+08,4.669197e+07,3.108920e+07
3.514086e-09,1.257395e-08,3.973519e-07,4.826849e-08,2.676124e+07,3.800244e+07,4.059124e+07
3.974373e-07,5.149879e-09,1.770704e-07,6.241095e-09,3.769578e+06,2.029838e+07,1.763888e+08
3.156399e-08,1.003663e-07,3.065509e-07,1.194840e-08,1.016606e+07,2.567295e+07,2.887693e+07
1.627156e-08,6.141617e-08,3.950804e-09,3.711132e-08,1.247219e+08,6.004109e+07,2.094621e+07
2.288710e-09,9.733267e-07,1.845305e-07,1.965442e-09,4.865983e+07,2.295785e+07,2.286339e+07
3.752268e-09,1.303080e-08,4.768012e-09,8.894124e-07,2.364201e+08,1.120873e+08,9.288868e+06
1.246697e-09,9.751972e-08,4.318894e-09,9.298109e-07,4.309563e+08,4.853057e+07,3.320905e+06
3.978895e-08,1.645761e-07,3.997994e-07,2.957195e-08,7.928622e+06,1.333067e+07,1.433430e+07
2.556815e-08,9.357952e-07,5.796314e-08,1.795920e-07,2.597613e+07,4.872131e+06,2.439305e+06
1.125609e-09,5.916013e-07,2.389036e-07,4.583744e-08,6.098104e+07,6.623327e+06,6.072608e+06
6.060063e-09,2.501318e-08,5.192937e-09,1.358113e-08,1.782604e+08,9.255747e+07,5.425599e+07
2.600681e-08,1.529284e-07,3.090536e-07,7.312578e-09,1.115423e+07,2.797016e+07,2.990340e+07
1.036566e-08,1.774542e-08,7.988300e-09,2.330717e-09,1.098941e+08,1.404134e+08,1.554935e+08
3.674585e-08,2.689951e-08,9.728098e-08,6.084447e-09,1.672561e+07,5.238172e+07,7.816589e+07
6.324522e-09,4.817657e-09,2.191619e-09,3.396159e-08,2.685985e+08,2.087910e+08,7.817863e+07
1.647818e-08,1.295883e-08,5.230174e-09,1.243801e-07,1.077178e+08,8.226960e+07,2.490816e+07
1.214100e-08,3.615651e-07,4.344133e-07,2.174904e-08,1.376960e+07,1.136640e+07,1.127682e+07
3.343329e-09,3.534820e-08,4.884731e-09,3.538131e-08,2.474515e+08,7.759866e+07,2.827674e+07
3.375988e-07,1.077240e-08,3.138958e-09,5.195019e-08,3.071898e+07,3.114050e+07,4.227175e+07
5.792542e-08,7.039530e-09,9.983083e-07,1.140461e-09,4.158465e+06,1.162433e+08,3.529295e+08
9.203756e-07,2.479824e-07,1.530493e-09,5.042070e-07,2.664415e+07,2.368397e+07,2.828037e+06
2.789508e-08,3.371822e-07,7.810492e-07,5.264343e-08,6.774809e+06,7.452454e+06,7.505776e+06
3.443425e-09,9.365719e-09,7.971227e-09,3.553874e-09,1.908719e+08,1.782168e+08,1.733319e+08
8.380487e-09,1.147900e-08,4.197669e-09,5.153636e-07,1.686014e+08,1.099698e+08,1.300143e+07
5.340559e-08,3.139796e-08,9.297737e-07,6.020661e-07,4.487640e+06,5.680531e+06,7.273228e+06
3.686062e-08,1.766206e-09,2.397081e-07,1.934617e-08,1.063842e+07,3.802875e+07,1.710731e+08
4.049168e-09,1.071114e-09,2.730499e-08,2.688387e-07,9.510340e+07,8.876410e+07,5.892997e+07
8.299899e-09,8.329293e-09,7.785514e-08,4.195038e-07,3.933870e+07,3.026132e+07,1.691718e+07
9.670997e-07,3.500972e-08,1.310152e-07,1.376579e-08,2.809335e+06,8.950283e+06,4.555175e+07
9.834292e-08,8.800905e-08,5.718515e-09,1.745391e-08,4.216837e+07,3.529643e+07,2.551467e+07
1.302419e-09,8.605398e-07,1.963619e-09,3.642616e-07,6.253108e+08,2.437389e+07,1.786108e+06
7.305869e-08,2.269753e-08,3.745046e-09,4.129634e-09,6.045545e+07,7.292033e+07,1.032892e+08
8.800817e-07,6.094217e-07,6.126918e-07,5.639293e-07,1.361813e+06,1.512043e+06,1.705802e+06
1.103920e-08,4.870633e-07,1.436202e-07,2.791910e-09,2.511443e+07,2.707513e+07,2.711793e+07
2.688656e-07,3.643658e-07,7.903404e-07,5.634796e-09,2.169328e+06,1.680050e+07,2.206948e+07
4.481245e-07,3.164049e-09,6.675557e-07,1.748780e-07,1.828340e+06,3.998797e+06,4.251193e+07
2.490931e-09,6.420968e-08,4.576331e-08,1.111716e-07,9.366136e+07,2.150499e+07,1.183594e+07
4.586349e-09,1.503022e-09,5.618802e-07,1.157034e-09,1.969902e+07,3.771267e+08,7.583054e+08
1.707200e-09,8.581885e-08,6.274574e-08,1.416723e-09,9.661971e+07,9.081075e+07,9.069142e+07
6.233915e-09,2.925102e-09,5.604984e-07,3.079439e-07,1.691735e+07,2.343814e+07,3.331913e+07
1.190138e-08,1.275127e-07,1.209911e-07,3.138047e-09,2.635268e+07,4.842583e+07,4.999119e+07
8.360747e-07,2.509717e-07,1.384034e-07,9.498422e-07,2.939708e+06,2.759563e+06,2.048151e+06
1.207477e-09,1.261198e-07,2.339314e-07,4.051520e-09,5.949991e+07,4.440776e+07,4.423839e+07
2.693903e-08,6.898639e-09,1.018714e-07,6.571594e-07,1.908899e+07,1.830493e+07,1.485193e+07
1.521209e-08,1.532429e-08,6.742788e-09,9.686530e-09,9.873835e+07,9.076055e+07,8.207780e+07
1.696637e-08,7.773759e-07,2.003128e-08,2.018693e-07,5.424393e+07,8.311623e+06,2.524348e+06
1.901248e-08,5.360312e-07,1.521356e-07,1.401864e-09,1.859367e+07,3.601432e+07,3.647977e+07
4.108375e-07,7.418707e-09,7.368784e-07,2.166797e-08,1.817469e+06,1.065768e+07,7.887271e+07
5.991253e-08,1.026248e-08,2.089179e-08,1.240644e-08,2.826528e+07,4.278661e+07,8.862377e+07
8.732762e-09,3.230246e-07,5.028126e-07,2.978600e-09,1.509111e+07,3.190555e+07,3.223860e+07
4.268940e-07,1.536652e-08,1.157509e-07,4.260135e-07,4.498605e+06,4.984164e+06,1.235949e+07
2.639156e-08,4.355632e-09,3.932002e-09,3.194159e-09,9.816589e+07,1.358438e+08,2.680996e+08
1.163149e-09,6.422058e-09,1.388243e-09,5.148163e-08,7.869544e+08,3.122925e+08,5.499672e+07
6.216947e-08,3.337103e-09,3.204529e-08,5.166813e-08,2.240419e+07,2.778188e+07,7.615595e+07
6.644716e-09,3.293396e-09,2.219432e-07,2.958211e-09,2.603999e+07,1.856559e+08,3.203786e+08
1.106368e-07,4.307295e-09,9.546312e-09,6.188038e-09,3.077035e+07,4.813787e+07,1.936963e+08
1.786946e-09,1.380803e-08,8.071894e-09,1.504555e-09,2.633034e+08,2.248631e+08,2.193967e+08
1.069209e-08,1.820703e-09,2.086316e-07,1.554661e-08,2.117282e+07,7.432102e+07,1.879588e+08
3.241012e-09,5.469849e-08,5.883213e-09,8.037337e-08,2.290089e+08,5.611066e+07,1.508191e+07
2.732381e-09,3.636287e-08,3.091295e-09,1.711403e-09,3.440798e+08,1.523822e+08,1.267637e+08
9.175217e-07,5.993191e-08,2.026956e-08,8.765240e-08,7.332796e+06,7.883203e+06,1.379714e+07
8.446811e-08,9.422595e-07,9.026076e-08,3.055146e-09,1.145260e+07,1.815452e+07,1.863798e+07
3.580647e-07,3.563478e-09,2.970010e-09,1.026832e-08,3.066481e+07,3.464630e+07,1.653154e+08
1.290979e-08,8.403750e-08,7.572112e-09,1.053866e-08,1.011421e+08,4.838374e+07,3.360243e+07
5.386385e-07,7.260125e-08,2.005913e-07,6.459992e-07,3.042253e+06,3.269331e+06,4.617554e+06
1.232991e-09,7.230350e-09,1.621005e-09,1.037745e-09,7.073395e+08,4.321458e+08,3.650690e+08
1.009499e-07,9.808874e-08,4.518316e-09,1.877197e-08,4.682294e+07,3.714287e+07,2.330427e+07
5.059543e-08,5.102751e-09,2.512436e-07,7.687486e-08,8.869453e+06,1.746446e+07,5.049003e+07
1.199663e-08,1.115626e-09,8.072790e-09,3.009584e-07,1.016152e+08,9.849119e+07,5.457420e+07
1.311400e-07,2.799499e-09,7.772205e-08,1.010233e-09,9.905134e+06,8.652454e+07,5.946331e+08
4.493287e-09,3.853909e-08,5.751090e-07,5.243981e-09,1.967174e+07,6.687177e+07,7.034265e+07
4.622729e-09,1.042953e-07,6.334857e-07,1.609435e-09,1.847917e+07,7.562483e+07,7.718465e+07
3.308578e-07,1.187093e-08,5.980624e-08,2.222390e-08,7.108960e+06,1.341925e+07,6.156694e+07
2.435119e-09,4.727762e-07,3.208391e-09,2.911898e-08,3.577637e+08,2.698423e+07,8.522836e+06
6.769715e-07,5.491613e-07,1.161620e-07,1.715414e-08,3.566012e+06,7.386795e+06,1.030304e+07
4.724020e-08,6.694799e-08,4.742075e-09,1.913868e-08,6.681284e+07,4.800354e+07,2.793671e+07
1.056612e-07,2.056477e-08,2.481591e-08,1.462665e-08,1.952887e+07,2.934071e+07,5.765879e+07
1.168590e-08,5.759344e-09,4.088364e-09,6.869867e-08,1.446752e+08,1.218820e+08,5.027352e+07
4.139395e-09,4.822531e-09,7.406443e-08,1.938998e-07,5.711191e+07,4.562934e+07,3.270196e+07
7.692241e-09,1.179718e-08,1.431362e-07,7.088319e-08,3.013692e+07,3.289885e+07,3.458114e+07
2.815127e-07,3.518669e-08,2.252985e-08,7.470583e-08,1.255659e+07,1.350619e+07,1.950444e+07
1.288073e-08,8.688505e-08,1.496472e-07,2.191342e-09,2.277695e+07,6.812568e+07,7.247236e+07
2.779357e-07,2.687979e-07,1.249266e-08,1.231385e-07,1.697073e+07,1.269894e+07,5.496550e+06
1.677512e-08,2.280120e-07,6.231928e-08,2.000548e-08,3.092830e+07,1.642424e+07,1.480630e+07
9.235269e-08,5.548224e-08,6.831378e-07,2.698770e-09,3.981265e+06,5.016313e+07,8.172220e+07
1.608885e-08,1.620856e-08,2.114730e-07,3.816598e-07,1.714392e+07,1.508435e+07,1.271422e+07
1.797307e-08,1.986634e-07,8.970369e-09,6.768607e-09,7.875600e+07,3.459136e+07,2.727040e+07
7.032366e-09,2.096471e-09,2.924916e-09,2.472715e-07,2.204918e+08,1.946655e+08,4.392063e+07
4.123494e-08,9.155973e-08,2.822633e-09,3.057916e-07,9.269154e+07,5.188928e+07,5.976335e+06
